x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.14570475,-0.027792763,-0.0636509,0.27513123,-0.15219675,-0.09224846,0.38829383,-0.24659841,-0.116956905,0.48800647,-0.29332283,-0.14575158,0.23593009,-0.4322168,-0.07958591,0.2906401,-0.64384055,-0.12857349,0.31954062,-0.77997255,-0.1659804,0.33777535,-0.8950382,-0.19665685,0.15476473,-0.48213556,-0.090943485,0.21085404,-0.72548753,-0.136645,0.24616744,-0.8759671,-0.17958891,0.26949507,-1.0,-0.21507671,0.061228856,-0.47767073,-0.108983666,0.09785123,-0.70668024,-0.16606453,0.12819745,-0.8611899,-0.21584561,0.15107025,-0.98571515,-0.25268707,-0.03656533,-0.4294362,-0.13117747,-0.06894092,-0.60373235,-0.19577262,-0.08504357,-0.72460634,-0.23523591,-0.09656332,-0.83386767,-0.26225,open_palm
0.0,0.0,0.0,0.1505834,-0.057384282,-0.059099913,0.26945144,-0.19170786,-0.08439624,0.35939094,-0.30305734,-0.10718019,0.43969557,-0.3876806,-0.13387498,0.19660395,-0.45259476,-0.069808535,0.23540813,-0.66639084,-0.1210706,0.25710163,-0.79918873,-0.16198982,0.27094415,-0.91458446,-0.1939743,0.1176747,-0.48603597,-0.08113964,0.1476056,-0.7277361,-0.12718204,0.16952135,-0.876543,-0.1688085,0.1825366,-1.0,-0.20284349,0.032555714,-0.46903154,-0.09951491,0.05385256,-0.6985998,-0.15056182,0.0697928,-0.8462139,-0.19073668,0.08577223,-0.97021365,-0.22089577,-0.054028373,-0.4118442,-0.12291947,-0.08496752,-0.5800473,-0.17814764,-0.099825114,-0.6951097,-0.20869611,-0.11001002,-0.79920584,-0.22936803,open_palm
0.0,0.0,0.0,0.16013964,0.02761854,-0.10122765,0.3225224,-0.016223796,-0.15208189,0.44764727,-0.06918918,-0.19259946,0.5542086,-0.094019204,-0.23776895,0.28595737,-0.36073917,-0.14178957,0.3796777,-0.5635634,-0.21144535,0.4395311,-0.69555825,-0.26390472,0.4873294,-0.814727,-0.3057017,0.19807225,-0.4408676,-0.14425078,0.2663131,-0.6915214,-0.21153232,0.31076655,-0.8466189,-0.269165,0.3403,-0.97795177,-0.3145491,0.098366275,-0.4562678,-0.15383178,0.1379328,-0.7003444,-0.22558661,0.17290619,-0.86494666,-0.28006104,0.2013476,-1.0,-0.3199879,-0.0066209203,-0.42718995,-0.17100847,-0.024380641,-0.6143709,-0.24438183,-0.03178798,-0.74339473,-0.28475016,-0.031891793,-0.85806465,-0.31179678,open_palm
0.0,0.0,0.0,0.1526206,-0.005573594,-0.08001978,0.30232134,-0.09716017,-0.12255997,0.42810142,-0.14939627,-0.15910442,0.5346736,-0.1820737,-0.20177895,0.24320468,-0.4104215,-0.119709544,0.3138703,-0.62302506,-0.17995636,0.35844803,-0.76393926,-0.22694078,0.39549127,-0.88743734,-0.26704347,0.15420315,-0.46120238,-0.13131656,0.18766178,-0.7144456,-0.19102806,0.21626341,-0.8653944,-0.2437112,0.23790272,-0.9884004,-0.2886343,0.05506173,-0.452509,-0.14928256,0.07310368,-0.7057872,-0.21523276,0.088609494,-0.86868274,-0.26405895,0.10413263,-1.0,-0.30223608,-0.04415165,-0.40019304,-0.17328706,-0.067815274,-0.5939884,-0.24384056,-0.08114299,-0.72140086,-0.2824977,-0.08548911,-0.83303034,-0.31022796,open_palm
0.0,0.0,0.0,0.15879965,0.016061978,-0.09240856,0.323592,-0.044711486,-0.14054896,0.46329886,-0.056532197,-0.18186913,0.58034253,-0.058168355,-0.22762644,0.2916469,-0.40220115,-0.12143134,0.39051515,-0.6050615,-0.18320242,0.45864797,-0.74015224,-0.23288044,0.5134605,-0.8623223,-0.2753677,0.20200583,-0.4726281,-0.12951279,0.25732258,-0.7031715,-0.1935986,0.3000146,-0.850413,-0.24791017,0.32655638,-0.9747358,-0.29238746,0.097479306,-0.48017764,-0.14617679,0.13757046,-0.7105379,-0.2139704,0.17209917,-0.8663808,-0.26438674,0.20255272,-1.0,-0.30257252,-0.011772865,-0.4399383,-0.17073715,-0.016587215,-0.629624,-0.24095714,-0.015759809,-0.76221824,-0.28005743,-0.008031381,-0.882739,-0.30780488,open_palm
0.0,0.0,0.0,0.14690799,0.035088588,-0.09068608,0.3037239,0.022048349,-0.15326774,0.42122385,0.065532826,-0.2133445,0.5164645,0.12980315,-0.27847654,0.3587078,-0.3700502,-0.12530872,0.5008881,-0.548102,-0.2123942,0.6013813,-0.66501147,-0.28114796,0.6863515,-0.76418686,-0.33132976,0.26782334,-0.4594103,-0.14111486,0.36586368,-0.68542516,-0.2232857,0.44436672,-0.8482979,-0.29097587,0.5075644,-0.9785184,-0.34136993,0.15931119,-0.48944896,-0.16683124,0.21762832,-0.7231403,-0.24357828,0.27288374,-0.87905866,-0.30371583,0.32593355,-1.0,-0.3447114,0.03796809,-0.47244662,-0.20132022,0.05029871,-0.68183506,-0.276693,0.07243155,-0.8218199,-0.3214796,0.1094688,-0.94044554,-0.3506564,open_palm
0.0,0.0,0.0,0.15926395,-0.013142643,-0.096702114,0.29913738,-0.08130849,-0.15098745,0.41778758,-0.12892082,-0.19849412,0.5322737,-0.162273,-0.24945076,0.24022427,-0.41365302,-0.11522236,0.30043763,-0.63146627,-0.18342343,0.3376897,-0.77169454,-0.24076253,0.3719947,-0.8992654,-0.28610623,0.14794087,-0.46439245,-0.11561289,0.17710109,-0.70292526,-0.17945658,0.20273417,-0.86235887,-0.23676676,0.22400954,-1.0,-0.28411195,0.051500916,-0.4571971,-0.12493519,0.060427357,-0.6779872,-0.18626444,0.073258996,-0.83030415,-0.22841181,0.088476,-0.962765,-0.26143804,-0.041129228,-0.40826407,-0.1435365,-0.065341055,-0.5836825,-0.20107193,-0.071331516,-0.7091818,-0.23072585,-0.071498,-0.8226153,-0.25250086,open_palm
0.0,0.0,0.0,0.1622071,0.0076429895,-0.08326674,0.30857325,-0.0569007,-0.13726923,0.42904675,-0.110571526,-0.1865098,0.54870623,-0.13491262,-0.24256729,0.25985104,-0.37547722,-0.11350017,0.33225965,-0.5842902,-0.17586485,0.38135272,-0.7294125,-0.22753543,0.42358753,-0.85454404,-0.27116802,0.17081712,-0.4314494,-0.12569052,0.21489173,-0.6906911,-0.18840526,0.2544342,-0.8609159,-0.2495718,0.2877328,-1.0,-0.29973322,0.070986055,-0.42815128,-0.14346236,0.09181931,-0.68180335,-0.20837054,0.11650152,-0.84615725,-0.25978178,0.14373659,-0.9791115,-0.2998297,-0.029636892,-0.37916654,-0.16773568,-0.04965252,-0.5572504,-0.2337516,-0.050955422,-0.6832675,-0.27030122,-0.04591796,-0.79652333,-0.29725873,open_palm
0.0,0.0,0.0,0.1571261,-0.018302316,-0.08974709,0.2786669,-0.11459473,-0.14848562,0.38162863,-0.16626346,-0.20235613,0.49620914,-0.19444028,-0.26077664,0.23010689,-0.44015247,-0.12059296,0.2931322,-0.6422176,-0.19033043,0.33858794,-0.7656015,-0.24481629,0.38138878,-0.8748224,-0.2895666,0.14653806,-0.4778018,-0.13152568,0.17557679,-0.72824436,-0.19946894,0.20657429,-0.8761067,-0.25781903,0.24030809,-1.0,-0.30687496,0.055580035,-0.45999396,-0.15124631,0.064174555,-0.7002162,-0.22326402,0.09037478,-0.8534231,-0.27784234,0.12210914,-0.98302823,-0.32084054,-0.033511315,-0.4000686,-0.1782287,-0.060969986,-0.57240963,-0.24899326,-0.059349418,-0.69163907,-0.2918044,-0.048323877,-0.8045334,-0.32536805,open_palm
0.0,0.0,0.0,0.1451767,-0.03702117,-0.07769179,0.25606158,-0.13223608,-0.12970945,0.3541473,-0.17704947,-0.17969768,0.46371135,-0.19243057,-0.2339398,0.21093303,-0.46230015,-0.09858911,0.27671894,-0.6590135,-0.16246645,0.3258011,-0.7689024,-0.21353166,0.3724328,-0.86695,-0.25544515,0.13192433,-0.49582857,-0.11284981,0.1643131,-0.7311798,-0.17319722,0.20006302,-0.87627095,-0.2251044,0.23452038,-1.0,-0.2689562,0.04485478,-0.47367632,-0.13612393,0.05855759,-0.7068804,-0.20096864,0.08815011,-0.85435086,-0.24823818,0.1255164,-0.9837504,-0.28556377,-0.042746432,-0.4122734,-0.16609585,-0.06957073,-0.5843395,-0.23218204,-0.06259122,-0.6993847,-0.26932418,-0.042367663,-0.8095261,-0.29761243,open_palm
0.0,0.0,0.0,0.14775042,-0.0445268,-0.07837886,0.26206467,-0.13818415,-0.1337831,0.37078407,-0.1696224,-0.18736412,0.48489925,-0.1765993,-0.24521872,0.22457735,-0.4606287,-0.10219529,0.29619318,-0.6445285,-0.17007425,0.3553366,-0.7546824,-0.22338054,0.4086979,-0.85200423,-0.26577765,0.14466187,-0.5040262,-0.11792559,0.18691738,-0.73332995,-0.18019524,0.23354657,-0.87808347,-0.23114611,0.27813527,-1.0,-0.27284184,0.05585524,-0.48937622,-0.14291331,0.08284372,-0.7136224,-0.20872957,0.12246954,-0.8558937,-0.25487345,0.16901442,-0.9790939,-0.28978825,-0.03574411,-0.43228722,-0.17496717,-0.04380408,-0.6026914,-0.24300556,-0.028564366,-0.7174528,-0.28051105,-0.0035105369,-0.82433534,-0.30721444,open_palm
0.0,0.0,0.0,0.14832565,-0.03229066,-0.073226355,0.27366742,-0.113576405,-0.12753451,0.39224103,-0.1261815,-0.18115523,0.51085925,-0.10975023,-0.23919539,0.25186223,-0.45670894,-0.0972861,0.34393764,-0.6399749,-0.1659719,0.41795227,-0.7429092,-0.21933077,0.4875771,-0.8310971,-0.26113287,0.1751664,-0.5107996,-0.11435184,0.2370931,-0.7374325,-0.17745069,0.30142033,-0.8695954,-0.2279355,0.36478493,-0.98267454,-0.26796454,0.08746889,-0.50458694,-0.14026831,0.125704,-0.7367953,-0.20415391,0.17793983,-0.87970626,-0.24878271,0.23619115,-1.0,-0.28170153,-0.0027496128,-0.45158494,-0.17313227,0.002800479,-0.6344207,-0.23621386,0.02954158,-0.75402915,-0.27166513,0.065397836,-0.8634284,-0.2966304,open_palm
0.0,0.0,0.0,0.13872698,-0.034183204,-0.07474429,0.25821835,-0.11344204,-0.12737896,0.3757723,-0.12614349,-0.17857906,0.4912749,-0.11066298,-0.23281427,0.2414803,-0.46716303,-0.09003551,0.33287314,-0.6569186,-0.15571606,0.4069019,-0.75878656,-0.207176,0.47640178,-0.84412473,-0.24646825,0.16537401,-0.52025396,-0.10295083,0.22795345,-0.7451375,-0.16041414,0.29248577,-0.873778,-0.20701723,0.35521543,-0.98199177,-0.24345689,0.07898616,-0.51304024,-0.12503666,0.11483698,-0.7416821,-0.18210974,0.16399765,-0.88247603,-0.22202735,0.21837865,-1.0,-0.25143686,-0.01145108,-0.45807618,-0.15466326,-0.012518337,-0.63650066,-0.2129944,0.010358773,-0.75663185,-0.24454789,0.043806586,-0.8667548,-0.26564097,open_palm
0.0,0.0,0.0,0.119690515,-0.06443461,-0.10063401,0.20054485,-0.1601893,-0.1633821,0.28854454,-0.18859573,-0.21960776,0.38132948,-0.1814977,-0.27956033,0.132313,-0.48196745,-0.1266388,0.13569269,-0.70650303,-0.19703461,0.13760228,-0.8295084,-0.25365075,0.1464823,-0.9329707,-0.2972139,0.033250634,-0.5004292,-0.12503332,3.093745e-05,-0.74202204,-0.1834601,-0.011781695,-0.88689226,-0.23617269,-0.018213162,-1.0,-0.28138572,-0.052112464,-0.4539727,-0.13242945,-0.10701581,-0.6656981,-0.19126458,-0.13301575,-0.80203485,-0.23684879,-0.1460308,-0.90982854,-0.27371365,-0.1222989,-0.3660107,-0.14938207,-0.19948368,-0.49840343,-0.2065055,-0.2438493,-0.5979329,-0.23935783,-0.27289435,-0.68849134,-0.26470986,open_palm
0.0,0.0,0.0,0.077500574,-0.07679842,-0.11305951,0.122248806,-0.1566361,-0.1874414,0.17021593,-0.18539293,-0.25364166,0.23229395,-0.19283447,-0.3227879,0.031534273,-0.50981814,-0.14059843,-0.004870145,-0.7194195,-0.21188973,-0.026804125,-0.8460432,-0.270339,-0.045983642,-0.9586654,-0.3153123,-0.070204906,-0.50525594,-0.13918471,-0.14482227,-0.7383748,-0.20261244,-0.1896698,-0.8834855,-0.25835508,-0.22638771,-1.0,-0.3014995,-0.1515977,-0.43836772,-0.1472433,-0.23814279,-0.6439459,-0.2084832,-0.29091135,-0.79006344,-0.25852838,-0.33175114,-0.91340613,-0.29490116,-0.2166771,-0.32894343,-0.1653321,-0.31097296,-0.46355549,-0.22486523,-0.37118396,-0.55534315,-0.25849268,-0.41785258,-0.64297986,-0.2811834,open_palm
0.0,0.0,0.0,0.12286706,-0.091998,-0.09232728,0.20101811,-0.19642645,-0.15447949,0.27213022,-0.24409959,-0.21186744,0.36019892,-0.27236232,-0.27237865,0.111806326,-0.5401349,-0.12150228,0.112240836,-0.75689554,-0.19324973,0.12771326,-0.87190825,-0.25022852,0.15498854,-0.97778815,-0.29492676,0.01074455,-0.5453992,-0.12835313,-0.034293592,-0.7702459,-0.1956088,-0.026778823,-0.8953073,-0.248301,-0.0041489815,-1.0,-0.291159,-0.08083913,-0.48885968,-0.14476076,-0.14356759,-0.70119745,-0.21123135,-0.14667024,-0.83975595,-0.25669363,-0.1264368,-0.9617232,-0.29152375,-0.1588791,-0.3911145,-0.1696258,-0.23916401,-0.5385697,-0.23362517,-0.25998706,-0.644495,-0.26937422,-0.2583492,-0.74591446,-0.2954359,open_palm
0.0,0.0,0.0,0.123059474,-0.088182844,-0.08758243,0.20929146,-0.18417048,-0.14900462,0.29752392,-0.22428289,-0.20728852,0.39482126,-0.24624278,-0.2676683,0.11565957,-0.54697126,-0.102611594,0.13377544,-0.76299036,-0.16950907,0.16720362,-0.87553716,-0.22361678,0.2080283,-0.97507423,-0.26539007,0.019911211,-0.55918247,-0.11012756,-0.006567746,-0.7834028,-0.16914783,0.016215835,-0.9031805,-0.21546789,0.05124898,-1.0,-0.25336665,-0.066174306,-0.5092934,-0.1281515,-0.11060553,-0.72575283,-0.18525672,-0.10124695,-0.8667727,-0.2239193,-0.073871754,-0.9856429,-0.25416604,-0.14115725,-0.4151288,-0.15529135,-0.20472015,-0.57153744,-0.21106859,-0.2144574,-0.68273234,-0.24129386,-0.20689923,-0.7854485,-0.26331618,open_palm
0.0,0.0,0.0,0.13530439,-0.08208866,-0.07088921,0.23460141,-0.17158756,-0.12372517,0.33346564,-0.19576232,-0.17627704,0.43305612,-0.20389578,-0.23070274,0.15113385,-0.52915454,-0.091035835,0.1884707,-0.75716525,-0.15735379,0.23679532,-0.86130446,-0.20872328,0.2929827,-0.94847244,-0.24647386,0.057758756,-0.55278504,-0.10433809,0.051530737,-0.7989433,-0.15968345,0.09342047,-0.91255957,-0.20003611,0.1444948,-1.0,-0.23243141,-0.028757742,-0.51317495,-0.12700452,-0.055891685,-0.7463635,-0.1790915,-0.031102004,-0.8834855,-0.21225053,0.009666028,-0.9969563,-0.23811543,-0.10523437,-0.42724952,-0.15782797,-0.15536429,-0.5919526,-0.20776989,-0.15808116,-0.70511717,-0.23259006,-0.14494607,-0.80947936,-0.25037166,open_palm
0.0,0.0,0.0,0.1446306,-0.06592818,-0.06298478,0.2531265,-0.14917944,-0.11101397,0.35582808,-0.16889748,-0.1598701,0.45669493,-0.16258143,-0.21135804,0.1993399,-0.5102631,-0.0807873,0.25487465,-0.7240638,-0.14376308,0.30110294,-0.82699764,-0.19370632,0.35097653,-0.9102873,-0.23196098,0.11313622,-0.54745764,-0.098145016,0.13497955,-0.78882575,-0.15319167,0.18488115,-0.8984676,-0.19633165,0.23926312,-0.9804595,-0.2315064,0.02476965,-0.5221316,-0.12421587,0.019031921,-0.75851643,-0.17895742,0.055210654,-0.8928077,-0.21735966,0.10541297,-1.0,-0.24735503,-0.057819422,-0.44828546,-0.15683609,-0.09545512,-0.617731,-0.20989375,-0.088382825,-0.73322445,-0.23865998,-0.06588696,-0.83888566,-0.26000988,open_palm
0.0,0.0,0.0,0.14042799,-0.04090398,-0.068768494,0.25299308,-0.108231306,-0.123200186,0.35618106,-0.109006226,-0.17835927,0.4586735,-0.07340938,-0.2360166,0.24035853,-0.4932211,-0.09358382,0.31688926,-0.7025038,-0.16634914,0.3828138,-0.7942975,-0.22334844,0.45592272,-0.86796576,-0.26603746,0.15595347,-0.5448615,-0.11203816,0.19748098,-0.7842729,-0.17661554,0.2597566,-0.89534575,-0.2236519,0.32860884,-0.97560513,-0.2601997,0.06562391,-0.5313824,-0.13956288,0.081885085,-0.76726747,-0.19956753,0.13350558,-0.8991872,-0.2372244,0.19926156,-1.0,-0.2651698,-0.023768317,-0.4670697,-0.17489927,-0.044632766,-0.6530084,-0.23144735,-0.026657714,-0.7740183,-0.2604232,0.007431299,-0.8802022,-0.28062296,open_palm
0.0,0.0,0.0,0.26421016,0.27324212,-0.06780241,0.57337177,0.29980743,-0.0976922,0.8129149,0.20727354,-0.12950696,1.0,0.12916708,-0.13762031,0.72185963,-0.0007059767,-0.084352896,0.9238145,-0.08823504,-0.19167334,0.71552175,0.040223334,-0.2153243,0.6170448,0.0533308,-0.21773465,0.64226574,-0.19448419,-0.104349606,0.846818,-0.27938816,-0.23296387,0.6062363,-0.0839767,-0.24774364,0.53524,-0.06021538,-0.23969564,0.5283836,-0.36198652,-0.1369357,0.72194415,-0.42661485,-0.28425336,0.50472265,-0.20249978,-0.24604048,0.4264741,-0.1663427,-0.19222333,0.39958325,-0.5393361,-0.17212643,0.5389884,-0.5189368,-0.28734383,0.41702273,-0.32793826,-0.26689312,0.34933937,-0.2834696,-0.23149303,fist
0.0,0.0,0.0,0.30703577,0.175255,-0.053345736,0.6122535,0.11522727,-0.08136996,0.81854707,-0.035654888,-0.115701586,1.0,-0.13919961,-0.13136959,0.70431125,-0.17477909,-0.06344648,0.8747538,-0.3141102,-0.17070754,0.7193045,-0.12879896,-0.20739461,0.6174085,-0.060120463,-0.21684559,0.59385645,-0.31745103,-0.0920481,0.7753882,-0.44723988,-0.21658172,0.6023793,-0.19879057,-0.2449096,0.51140594,-0.1360489,-0.24843383,0.45767224,-0.44496885,-0.13301867,0.6393393,-0.5535777,-0.26739213,0.49186537,-0.29741007,-0.24418014,0.40506282,-0.23180717,-0.2040031,0.30299404,-0.5835337,-0.17658786,0.45024398,-0.58994436,-0.27148688,0.37585282,-0.39907673,-0.25199825,0.30679476,-0.35151196,-0.22245243,fist
0.0,0.0,0.0,0.2731385,-0.14003956,-0.0378813,0.4617578,-0.472294,-0.049751595,0.5517633,-0.7289309,-0.07150707,0.64179176,-0.9511984,-0.070999734,0.37280098,-0.8134979,-0.001342567,0.49976414,-0.99466944,-0.09729947,0.47091645,-0.70131475,-0.117007054,0.40717408,-0.5741175,-0.10891762,0.25054318,-0.8408818,-0.031598497,0.3977148,-1.0,-0.14879586,0.35076952,-0.652507,-0.16916034,0.27506062,-0.5648239,-0.15465668,0.10559677,-0.8351753,-0.07605233,0.27029863,-0.99832636,-0.21776094,0.24270487,-0.6405845,-0.18344094,0.17148532,-0.5354821,-0.12209369,-0.07071214,-0.8047848,-0.12014741,0.10359739,-0.8847069,-0.22625624,0.13096912,-0.6306651,-0.19540146,0.08280167,-0.5277152,-0.14470771,fist
0.0,0.0,0.0,0.2860203,-0.23968789,0.04709461,0.36719444,-0.52500933,0.04380905,0.42515248,-0.73088115,0.009286285,0.499913,-0.9125371,-0.00546997,0.17878294,-0.87257,0.113482885,0.39456773,-0.979823,0.027084999,0.40801683,-0.75692385,-0.035377923,0.33619386,-0.6384591,-0.062450174,0.12218282,-0.87905335,0.043497108,0.39002547,-1.0,-0.03401289,0.40660387,-0.7537402,-0.066596694,0.33194333,-0.6399876,-0.073169366,0.08271928,-0.8422652,-0.038671024,0.36578372,-0.89900184,-0.12118613,0.36244136,-0.6476526,-0.09766838,0.27309868,-0.55699474,-0.059475645,0.05745802,-0.7592499,-0.11991938,0.31138635,-0.7392748,-0.16200191,0.30114162,-0.57440424,-0.12203677,0.2083615,-0.52794737,-0.08132789,fist
0.0,0.0,0.0,-0.06440932,-0.34453705,0.06565498,0.013032995,-0.63535345,0.058639385,0.16825058,-0.76373625,0.027796887,0.3162883,-0.7819429,0.006895467,-0.017646657,-0.8467468,0.03874354,0.26512963,-1.0,0.0011996933,0.32812,-0.8605259,-0.010381541,0.30052716,-0.74240565,-0.009699162,0.07505313,-0.81930614,-0.02402292,0.3836839,-0.9288538,-0.04011347,0.39777735,-0.7776336,-0.031284835,0.32573575,-0.6945764,-0.024712496,0.1776754,-0.7279926,-0.08590185,0.45960677,-0.80420476,-0.08990709,0.4472863,-0.6522708,-0.053823125,0.37407792,-0.57859355,-0.035534255,0.2812793,-0.5847653,-0.14504626,0.4843871,-0.5980661,-0.13457206,0.45699838,-0.46822488,-0.094544165,0.3875921,-0.39998412,-0.068624794,fist
0.0,0.0,0.0,-0.072716385,-0.3598782,0.11305217,-0.026053835,-0.6252943,0.14097147,0.10144255,-0.75447774,0.14042284,0.2306359,-0.75716394,0.14583465,-0.0025256076,-0.857615,0.11327171,0.22654235,-1.0,0.1388035,0.27680233,-0.86371243,0.16107254,0.24665618,-0.7449413,0.17798747,0.124756,-0.82384604,0.05191241,0.3588791,-0.91955787,0.10481954,0.37298208,-0.77437896,0.1234761,0.31765577,-0.6790942,0.12322558,0.24473284,-0.7301208,-0.0011155672,0.44486627,-0.79447925,0.06365238,0.4323805,-0.6630018,0.09512733,0.36486644,-0.5741863,0.09300545,0.35192564,-0.5900121,-0.04737463,0.4855414,-0.61263174,0.022172354,0.4587623,-0.5036755,0.07187268,0.39164975,-0.4238077,0.094515584,fist
0.0,0.0,0.0,-0.16429538,-0.284696,0.057341065,-0.18020289,-0.5265988,0.07639036,-0.080552764,-0.6924068,0.08355458,0.022081958,-0.75124156,0.09715054,-0.025964886,-0.8267638,0.047853142,0.10012855,-1.0,0.08835453,0.10694807,-0.89639425,0.1298972,0.068658166,-0.78853154,0.15787818,0.13278165,-0.7817867,0.024464602,0.23471586,-0.8860655,0.09670379,0.21491669,-0.7741212,0.12866221,0.1712792,-0.6735065,0.13219173,0.26460603,-0.6778759,0.009101848,0.3337533,-0.7447508,0.08072903,0.30817404,-0.6502874,0.10551865,0.25618705,-0.5481374,0.09677355,0.3707456,-0.5467547,-0.0036724245,0.4037119,-0.5651613,0.057402544,0.37254488,-0.4822657,0.08997785,0.31971726,-0.3965375,0.10296676,fist
0.0,0.0,0.0,-0.1573991,-0.2945544,0.013839469,-0.17180093,-0.58266836,0.013022368,-0.09203028,-0.85101026,0.009230387,-0.0044578277,-1.0,0.015337104,0.008615237,-0.81685156,0.015770279,0.0807982,-0.9717723,0.038430654,0.052775074,-0.8552041,0.063889615,0.017511459,-0.7344279,0.07964137,0.15741555,-0.75376415,0.007012366,0.1922323,-0.87822944,0.050687008,0.15029094,-0.77190524,0.07079597,0.117577516,-0.65676075,0.072470926,0.2750858,-0.6420365,0.0025094345,0.2806054,-0.76655656,0.041320987,0.2422183,-0.67474514,0.06039597,0.20279132,-0.5631081,0.05707095,0.3681566,-0.51760095,-0.0017613043,0.344849,-0.6119703,0.029143501,0.29851523,-0.5376132,0.05378478,0.25908655,-0.4418437,0.06760609,fist
0.0,0.0,0.0,-0.15382302,-0.27604046,0.0014848299,-0.1789028,-0.5742326,0.0049010115,-0.11129644,-0.8386612,0.007823488,-0.033791725,-1.0,0.022671042,0.032402582,-0.7716906,0.03179407,0.06411011,-0.95175695,0.054274157,0.019943256,-0.85251236,0.06955006,-0.010211361,-0.7361556,0.077630684,0.16291426,-0.71635747,0.030867187,0.16688226,-0.8738,0.07578133,0.11715732,-0.7877854,0.09134395,0.091547646,-0.68553746,0.090253,0.26026505,-0.6218324,0.03067516,0.24874279,-0.7683053,0.067618355,0.2061231,-0.6993761,0.082318574,0.1742477,-0.602145,0.07811952,0.33558294,-0.5121325,0.029440625,0.31295502,-0.634427,0.05877633,0.27097628,-0.5795221,0.0797027,0.24383761,-0.49631548,0.09098574,fist
